,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
1231,5.0,1,0.0,2.0,1,3.0,1.0,1
1233,10.0,1,2.0,1.0,1,4.0,2.0,1
1234,0.0,0,4.0,4.0,0,14.0,8.0,0
1235,8.0,1,0.0,0.0,1,2.0,0.0,1
1236,2.0,0,4.0,4.0,0,11.0,9.0,0
1237,4.0,1,2.0,2.0,1,5.0,1.0,1
1239,1.0,0,5.0,7.0,0,9.0,7.0,0
1240,11.0,1,2.0,1.0,1,5.0,2.0,1
1241,3.0,0,8.0,6.0,0,12.0,4.0,0
1243,2.0,0,6.0,4.0,0,6.0,9.0,0
1244,0.0,0,4.0,5.0,0,7.0,8.0,1
1245,1.0,0,4.0,6.0,0,13.0,4.0,0
1246,11.0,1,0.0,1.0,1,4.0,0.0,1
1247,11.0,1,0.0,2.0,1,0.0,0.0,1
1248,2.0,0,6.0,4.0,0,7.0,6.0,0
1249,3.0,0,3.963354474982382,5.0,0,8.0,7.0,0
1251,6.0,1,0.0,0.0,1,1.0,2.0,1
1252,5.0,0,0.0,0.0,1,3.0,2.0,1
1256,2.0,0,4.0,5.0,0,14.0,7.0,0
1257,7.0,1,2.0,2.0,1,3.0,0.0,1
1258,5.0,1,0.0,0.0,1,5.0,2.0,1
1259,3.0,0,4.0,6.0,0,7.0,8.0,0
1260,2.0,0,7.0,4.0,0,12.0,3.0,0
1261,8.0,1,1.0,0.0,1,4.0,2.0,1
1262,1.0,0,4.0,4.0,0,11.0,5.0,0
1263,1.0,0,9.0,4.0,0,9.0,7.0,0
1264,10.0,1,0.0,0.0,1,6.268862911795962,0.0,1
1265,3.0,0,7.0,5.0,0,8.0,6.0,0
1266,9.0,1,3.0,0.0,1,3.0,1.0,1
1267,9.0,1,0.0,0.0,1,3.0,2.0,1
1268,6.0,1,0.0,0.0,1,0.0,1.0,1
1269,4.505816002819881,1,1.0,0.0,1,3.0,2.0,0
1270,0.0,0,5.0,5.0,0,10.0,8.0,0
1271,3.0,0,5.0,5.0,0,6.0,6.0,0
1272,9.0,1,1.0,2.0,1,0.0,2.0,0
1273,10.0,1,1.0,0.0,1,3.0,1.0,1
1274,3.0,0,8.0,6.0,0,14.0,6.0,0
1275,1.0,0,7.0,5.0,0,11.0,3.0,0
1276,7.0,1,2.0,2.0,1,0.0,1.0,1
1277,3.0,0,6.0,5.0,0,10.0,4.0,0
1278,6.0,1,2.0,1.0,1,0.0,1.0,1
1279,8.0,1,1.0,2.0,1,4.0,0.0,1
1280,4.0,1,2.0,1.0,0,3.0,0.0,1
1281,9.0,1,3.0,2.0,1,4.0,0.0,0
1282,10.0,1,3.0,2.0,1,2.0,0.0,1
1283,3.0,0,6.0,7.0,0,6.0,9.0,0
1284,0.0,0,8.0,5.0,0,9.0,5.0,0
1285,0.0,0,4.0,4.0,0,7.0,4.0,0
1286,7.0,1,0.0,2.0,1,3.0,2.0,1
1287,7.0,1,3.963354474982382,1.0,1,0.0,2.0,1
1288,8.0,1,3.0,1.0,1,2.0,2.0,1
1290,2.0,0,5.0,7.0,0,12.0,4.0,0
1291,4.0,1,1.0,0.0,1,1.0,2.0,1
1292,8.0,1,2.0,2.0,1,4.0,0.0,1
1293,3.0,0,7.0,6.0,0,6.0,3.0,0
1294,10.0,1,3.0,1.0,1,5.0,0.0,1
1295,10.0,1,2.0,0.0,1,5.0,1.0,1
1296,5.0,0,0.0,1.0,1,4.0,0.0,1
1297,6.0,1,3.0,1.0,1,0.0,1.0,1
1299,0.0,0,9.0,5.0,0,11.0,8.0,0
1300,1.0,0,9.0,5.0,0,8.0,8.0,0
1301,9.0,1,0.0,0.0,1,2.0,0.0,1
1302,0.0,0,6.0,4.0,0,7.0,5.0,0
1303,2.0,0,7.0,7.0,0,11.0,3.0,0
1305,1.0,0,9.0,4.0,0,10.0,3.0,0
1306,1.0,0,6.0,6.0,0,12.0,8.0,1
1307,1.0,0,5.0,5.0,0,11.0,6.0,0
1308,7.0,1,2.0,0.0,1,2.0,0.0,1
1309,1.0,0,4.0,6.0,0,10.0,4.0,0
1310,5.0,1,2.0,0.0,1,1.0,1.0,1
1311,3.0,0,7.0,6.0,0,6.0,5.0,0
1312,10.0,1,0.0,2.0,1,3.0,1.0,1
1313,1.0,0,8.0,5.0,0,14.0,7.0,0
1314,1.0,0,7.0,4.0,0,10.0,4.0,0
1316,0.0,0,6.0,4.0,0,8.0,6.0,0
1317,0.0,0,8.0,5.0,0,9.0,3.0,0
1318,1.0,0,6.0,5.0,0,8.0,3.0,0
1319,3.0,0,4.0,4.0,0,12.0,3.0,0
1320,2.0,0,7.0,7.0,0,10.0,8.0,0
1321,2.0,0,3.963354474982382,4.0,0,12.0,5.0,1
1322,1.0,0,9.0,4.0,0,7.0,7.0,0
1323,3.0,0,8.0,7.0,0,10.0,3.564726631393298,0
1324,1.0,0,7.0,4.0,0,7.0,3.0,0
1325,5.0,1,1.0,0.0,1,3.0,2.0,1
1326,5.0,1,2.0,2.0,1,0.0,0.0,1
1327,0.0,0,5.0,4.0,0,6.0,8.0,0
1328,1.0,0,8.0,4.0,0,9.0,7.0,0
1331,3.0,0,5.0,7.0,0,10.0,7.0,0
1332,9.0,1,3.0,2.0,1,1.0,2.0,1
1333,5.0,0,3.0,0.0,1,4.0,0.0,1
1334,11.0,1,2.0,2.0,1,5.0,1.0,1
1335,0.0,0,6.0,7.0,0,8.0,7.0,0
1337,0.0,0,7.0,5.0,0,13.0,4.0,0
1338,3.0,0,6.0,5.0,0,14.0,3.0,0
1340,2.0,0,9.0,4.0,0,14.0,3.0,0
1341,8.0,1,0.0,1.0,1,5.0,0.0,1
1342,0.0,0,5.0,7.0,0,12.0,9.0,0
1343,1.0,0,8.0,4.0,0,9.0,5.0,0
1344,11.0,1,2.0,1.0,1,3.0,1.0,0
1345,6.0,1,2.0,2.0,1,0.0,0.0,1
1346,0.0,0,5.0,5.0,0,10.0,3.0,0
1348,1.0,0,6.0,6.0,0,11.0,6.0,0
1349,2.0,0,9.0,4.0,0,11.0,7.0,0
1350,3.0,0,4.0,7.0,0,12.0,9.0,0
1351,1.0,0,5.0,7.0,0,7.0,9.0,0
1352,1.0,0,4.0,4.0,0,11.0,3.0,0
1353,0.0,0,7.0,7.0,0,9.0,9.0,0
1354,4.0,1,2.0,0.0,1,4.0,1.0,1
1355,0.0,0,4.0,3.0,0,14.0,5.0,0
1356,7.0,1,0.0,0.0,1,1.0,2.0,1
1360,0.0,0,8.0,5.0,0,11.0,6.0,0
1361,3.0,0,8.0,6.0,0,6.0,9.0,0
1362,0.0,0,7.0,7.0,0,6.268862911795962,3.0,0
1363,0.0,0,6.0,5.0,0,9.0,6.0,0
1364,5.0,1,0.0,2.0,1,2.0,2.0,1
1365,11.0,1,1.0,1.0,1,0.0,1.0,1
1366,5.0,1,0.0,2.0,1,3.0,2.0,0
1367,0.0,0,6.0,5.0,0,14.0,3.0,0
1368,0.0,0,6.0,4.0,0,6.0,7.0,0
1369,2.0,0,9.0,7.0,0,8.0,5.0,0
1373,3.0,0,9.0,7.0,0,12.0,5.0,1
1375,5.0,1,3.0,0.0,1,0.0,1.0,1
1376,8.0,1,2.0,0.0,1,2.0,0.0,0
1377,1.0,0,4.0,4.0,0,14.0,6.0,0
1378,9.0,1,0.0,1.0,1,2.0,0.0,1
1379,9.0,1,1.0,0.0,1,2.0,1.0,1
1380,8.0,1,2.0,1.0,1,5.0,2.0,1
1381,2.0,0,7.0,4.0,0,9.0,8.0,0
1382,10.0,1,2.0,2.0,1,5.0,2.0,0
1383,6.0,1,3.0,1.0,1,4.0,0.0,1
1384,3.0,0,5.0,6.0,0,14.0,3.0,0
1385,3.0,0,5.0,5.0,0,6.0,4.0,0
1386,1.0,0,5.0,4.0,0,14.0,7.0,0
1387,5.0,1,1.0,0.0,1,0.0,3.564726631393298,1
1388,0.0,0,7.0,6.0,0,8.0,4.0,0
1389,5.0,1,0.0,2.0,1,1.0,1.0,1
1392,4.0,1,1.0,2.0,1,3.0,2.0,1
1394,1.0,0,6.0,5.0,0,14.0,3.0,0
1395,11.0,1,3.0,1.0,1,0.0,2.0,1
1397,6.0,1,1.0,0.0,1,1.0,0.0,1
1398,2.0,0,6.0,5.0,0,8.0,7.0,0
1399,2.0,0,9.0,7.0,0,7.0,8.0,0
1400,11.0,1,1.0,1.0,1,4.0,0.0,1
1401,0.0,0,5.0,3.0,0,9.0,4.0,0
1402,3.0,0,8.0,5.0,0,8.0,9.0,0
1403,2.0,0,9.0,4.0,0,6.0,6.0,0
1404,2.0,0,9.0,5.0,0,13.0,7.0,1
1405,6.0,1,2.0,2.0,1,5.0,2.0,1
1407,11.0,1,0.0,1.0,1,1.0,2.0,0
1409,3.0,0,9.0,5.0,0,7.0,4.0,0
1410,7.0,1,1.0,1.0,1,2.0,0.0,1
1411,0.0,0,7.0,4.0,0,13.0,8.0,0
1412,2.0,0,7.0,4.0,0,11.0,7.0,0
1413,10.0,1,2.0,2.0,1,1.0,1.0,1
1415,5.0,1,2.0,2.0,1,5.0,2.0,1
1416,9.0,1,3.963354474982382,0.0,1,4.0,0.0,1
1417,1.0,0,4.0,5.0,0,14.0,4.0,0
1418,4.0,1,0.0,1.0,1,1.0,1.0,1
1420,1.0,0,4.0,4.0,0,7.0,6.0,0
1421,5.0,1,0.0,2.0,0,2.0,0.0,1
1422,10.0,1,0.0,2.0,1,4.0,1.0,1
1423,4.0,1,2.0,0.0,1,1.0,1.0,1
1424,11.0,1,3.963354474982382,2.0,1,3.0,2.0,1
1425,3.0,0,6.0,4.0,0,13.0,8.0,0
1426,8.0,1,0.0,0.0,1,1.0,1.0,1
1427,3.0,0,6.0,5.0,0,9.0,4.0,0
1428,2.0,0,5.0,4.0,0,11.0,3.0,0
1429,4.0,1,2.0,2.0,1,4.0,1.0,1
1430,2.0,0,7.0,4.0,0,10.0,4.0,0
1431,11.0,1,2.0,0.0,1,4.0,0.0,1
1432,4.0,1,3.0,2.0,1,1.0,0.0,1
1433,8.0,1,0.0,0.0,1,1.0,2.0,0
1436,11.0,1,1.0,2.0,1,4.0,0.0,1
1437,5.0,1,2.0,1.0,1,6.268862911795962,2.0,1
1438,3.0,0,5.0,4.0,0,5.0,5.0,0
1439,2.0,0,8.0,7.0,0,14.0,7.0,1
1440,7.0,1,1.0,0.0,1,5.0,0.0,1
1441,2.0,0,4.0,5.0,0,14.0,8.0,0
1442,9.0,1,0.0,2.0,1,4.0,0.0,1
1443,3.0,0,7.0,6.0,0,8.0,5.0,0
1444,11.0,1,1.0,3.0,1,4.0,2.0,1
1445,3.0,0,9.0,3.0,0,8.0,6.0,0
1446,4.0,1,0.0,1.0,1,5.0,3.564726631393298,1
1447,1.0,0,5.0,6.0,0,11.0,3.0,0
1448,0.0,0,7.0,4.0,0,8.0,4.0,0
1449,8.0,1,1.0,0.0,1,2.0,0.0,1
1450,1.0,0,4.0,3.0,0,6.0,5.0,0
1451,0.0,0,4.0,3.0,0,15.0,5.0,0
1452,3.0,0,9.0,5.0,0,14.0,6.0,0
1453,1.0,0,9.0,5.0,0,10.0,5.0,0
1454,2.0,0,9.0,6.0,0,9.0,6.0,0
1455,1.0,0,7.0,5.0,0,6.268862911795962,4.0,0
1456,9.0,1,3.963354474982382,0.0,1,3.0,1.0,1
1457,11.0,1,1.0,1.0,1,3.0,2.0,1
1458,7.0,0,1.0,0.0,1,5.0,2.0,1
1459,5.0,1,2.0,1.0,1,3.0,1.0,1
1460,9.0,1,3.0,1.0,1,2.0,0.0,1
1461,5.0,1,0.0,0.0,0,1.0,2.0,1
1462,1.0,0,4.0,4.0,0,10.0,3.564726631393298,0
1464,9.0,1,0.0,3.0,1,5.0,1.0,1
1465,3.0,0,8.0,4.0,0,8.0,3.0,0
1466,10.0,1,3.0,3.0,1,4.0,0.0,1
1467,2.0,0,9.0,6.0,0,6.0,7.0,0
1468,7.0,1,2.0,1.0,1,5.0,2.0,1
1469,1.0,0,5.0,6.0,0,11.0,5.0,0
1470,2.0,0,6.0,3.0,0,7.0,4.0,0
1471,5.0,1,0.0,1.0,1,3.0,1.0,1
1472,8.0,1,2.0,2.0,1,1.0,2.0,1
1473,2.0,0,4.0,5.0,0,9.0,3.0,0
1474,3.0,0,9.0,4.0,0,7.0,3.564726631393298,0
1475,3.0,0,7.0,3.0,0,8.0,6.0,0
1476,2.0,0,4.0,3.0,0,11.0,6.0,0
1478,4.505816002819881,1,3.0,2.0,1,5.0,2.0,1
1479,10.0,1,2.0,1.0,1,5.0,0.0,1
1480,1.0,0,8.0,4.0,0,11.0,4.0,0
1481,1.0,0,6.0,3.0,0,10.0,8.0,0
1482,10.0,1,0.0,1.0,1,2.0,2.0,1
1483,8.0,1,0.0,0.0,1,5.0,3.564726631393298,1
1484,5.0,1,0.0,0.0,0,5.0,1.0,1
1485,8.0,1,3.963354474982382,0.0,1,3.0,0.0,1
1486,3.0,0,6.0,5.0,0,9.0,6.0,0
1487,3.0,0,8.0,4.0,0,8.0,4.0,0
1488,3.0,0,7.0,4.0,0,12.0,5.0,0
1489,0.0,0,8.0,6.0,0,10.0,4.0,0
1491,3.0,0,4.0,6.0,0,13.0,3.0,0
1492,0.0,0,5.0,6.0,0,5.0,4.0,0
1493,1.0,0,5.0,6.0,0,12.0,7.0,0
1494,3.0,0,6.0,5.0,0,6.0,5.0,0
1495,1.0,0,4.0,5.0,0,6.268862911795962,6.0,0
1496,2.0,0,8.0,5.0,0,9.0,6.0,0
1497,2.0,0,9.0,5.0,0,10.0,9.0,1
1499,11.0,1,2.0,0.0,1,6.268862911795962,0.0,1
1500,11.0,1,1.0,2.0,0,4.0,2.0,1
1501,3.0,0,6.0,5.0,0,7.0,6.0,0
1502,4.505816002819881,1,2.0,1.0,1,5.0,0.0,1
1503,1.0,0,9.0,6.0,0,12.0,4.0,0
1504,1.0,0,7.0,3.0,0,12.0,3.0,0
1507,0.0,0,4.0,3.0,0,14.0,9.0,0
1509,7.0,1,3.0,2.0,1,2.0,1.0,1
1511,6.0,1,1.0,2.0,1,1.0,1.0,1
1512,2.0,0,4.0,3.0,0,6.268862911795962,5.0,0
1513,1.0,0,7.0,4.0,0,13.0,4.0,0
1514,4.505816002819881,0,7.0,4.0,0,8.0,7.0,0
1515,3.0,0,6.0,4.0,0,5.0,7.0,0
1516,2.0,0,5.0,6.0,0,11.0,9.0,0
1517,4.0,0,3.0,0.0,0,2.0,0.0,1
1519,3.0,0,9.0,5.0,0,11.0,6.0,0
1520,3.0,0,6.0,6.0,0,10.0,8.0,0
1521,2.0,0,4.0,4.0,0,6.0,4.0,0
1522,8.0,1,0.0,2.0,0,4.0,2.0,1
1524,11.0,1,3.0,0.0,1,3.0,0.0,1
1525,8.0,1,0.0,2.0,1,3.0,2.0,1
1526,9.0,1,0.0,0.0,1,2.0,1.0,0
1529,7.0,1,1.0,1.0,1,2.0,1.0,0
1530,5.0,1,0.0,1.0,1,3.0,2.0,1
1531,5.0,1,0.0,0.0,1,1.0,1.0,1
1532,5.0,1,1.0,1.0,1,4.0,3.564726631393298,1
1533,9.0,1,1.0,0.0,1,2.0,0.0,1
1534,0.0,0,7.0,5.0,0,7.0,9.0,0
1535,10.0,1,1.0,2.0,1,5.0,1.0,1
1536,3.0,0,8.0,3.0,0,8.0,3.564726631393298,0
1537,3.0,0,9.0,5.0,0,14.0,7.0,0
1538,9.0,1,0.0,1.0,1,5.0,1.0,1
1539,1.0,0,9.0,6.0,0,13.0,7.0,0
1540,3.0,0,4.0,5.0,0,11.0,3.564726631393298,0
1541,8.0,1,1.0,2.0,1,5.0,1.0,1
1542,2.0,0,7.0,6.0,0,12.0,8.0,0
1543,11.0,1,1.0,1.0,1,2.0,2.0,1
1545,9.0,1,2.0,1.0,1,5.0,1.0,1
1546,1.0,0,9.0,3.0,0,8.0,5.0,0
1547,3.0,0,8.0,6.0,0,11.0,3.0,0
1548,10.0,1,0.0,1.0,1,4.0,0.0,1
1549,6.0,1,3.0,2.0,1,3.0,0.0,1
1550,3.0,0,9.0,3.0,0,5.0,3.0,0
1551,9.0,1,3.0,2.0,1,3.0,2.0,1
1552,1.0,0,8.0,7.0,0,14.0,6.0,1
1553,2.0,0,4.0,4.0,0,9.0,3.0,0
1554,4.505816002819881,0,8.0,4.0,0,6.0,5.0,0
1557,4.505816002819881,0,3.963354474982382,5.0,0,14.0,5.0,0
1558,8.0,1,0.0,0.0,1,4.0,0.0,1
1559,0.0,0,5.0,6.0,0,9.0,6.0,0
1560,9.0,1,1.0,1.0,1,2.0,2.0,1
1561,8.0,1,1.0,2.0,1,1.0,0.0,0
1562,1.0,0,9.0,6.0,0,13.0,9.0,0
1563,3.0,0,4.0,6.0,0,9.0,8.0,0
1564,11.0,1,3.0,1.0,1,4.0,2.0,1
1565,2.0,0,7.0,4.0,0,12.0,4.0,0
1566,11.0,1,3.0,1.0,1,2.0,0.0,1
1568,7.0,1,1.0,1.0,1,3.0,0.0,1
1569,0.0,0,7.0,4.0,0,5.0,5.0,0
1570,2.0,0,9.0,5.0,0,6.0,5.0,0
1571,7.0,1,3.0,2.0,1,5.0,1.0,1
1572,1.0,0,7.0,6.0,0,13.0,7.0,0
1574,2.0,0,5.0,3.0,0,12.0,3.0,0
1576,4.505816002819881,0,4.0,3.0,0,6.0,7.0,0
1577,7.0,1,2.0,1.0,1,1.0,2.0,1
1578,1.0,0,4.0,3.0,0,12.0,7.0,0
1579,8.0,1,1.0,1.0,1,3.0,0.0,1
1580,10.0,1,3.963354474982382,0.0,1,1.0,1.0,1
1581,2.0,0,8.0,6.0,0,14.0,9.0,1
1582,1.0,0,8.0,3.0,0,6.0,8.0,0
1583,3.0,0,4.0,4.0,0,14.0,4.0,0
1584,11.0,1,3.0,2.0,1,5.0,2.0,1
1585,1.0,0,7.0,6.0,0,6.268862911795962,8.0,0
1586,3.0,0,6.0,4.0,0,7.0,5.0,0
1587,2.0,0,4.0,6.0,0,11.0,7.0,0
1588,3.0,0,5.0,5.0,0,8.0,8.0,0
1589,7.0,1,1.0,2.0,1,5.0,2.0,1
1590,9.0,1,3.0,1.0,1,3.0,0.0,1
1591,0.0,0,5.0,6.0,0,14.0,3.0,0
1592,2.0,0,5.0,3.0,0,12.0,8.0,0
1593,2.0,0,7.0,3.0,0,14.0,6.0,0
1594,6.0,1,1.0,2.0,1,4.0,2.0,1
1595,4.0,1,2.0,1.0,1,3.0,2.0,1
1596,11.0,1,0.0,2.0,1,3.0,0.0,0
1598,0.0,0,8.0,6.0,0,11.0,3.0,0
1599,9.0,1,1.0,0.0,1,2.0,0.0,0
1600,3.0,0,7.0,4.0,0,6.0,9.0,0
1601,11.0,1,2.0,0.0,1,3.0,2.0,1
1602,5.0,1,2.0,1.0,1,1.0,0.0,1
1603,2.0,0,8.0,6.0,0,15.0,7.0,0
1604,3.0,0,9.0,4.0,0,10.0,5.0,0
1605,11.0,1,0.0,2.0,1,1.0,2.0,1
1606,8.0,1,2.0,0.0,1,5.0,1.0,1
1607,0.0,0,5.0,6.0,0,10.0,4.0,0
1609,4.505816002819881,1,2.0,0.0,1,4.0,0.0,1
1610,3.0,0,5.0,4.0,0,9.0,5.0,0
1611,0.0,0,7.0,3.0,0,13.0,6.0,0
1612,1.0,0,5.0,4.0,0,7.0,6.0,0
1613,4.505816002819881,0,0.0,2.0,1,6.268862911795962,2.0,1
1614,3.0,0,7.0,3.0,0,9.0,4.0,0
1616,7.0,1,3.0,1.0,1,1.0,0.0,1
1617,2.0,0,7.0,4.0,0,13.0,5.0,0
1618,2.0,0,3.963354474982382,4.0,0,15.0,3.0,0
1619,10.0,1,0.0,0.0,1,2.0,1.0,0
1620,2.0,0,9.0,5.0,0,6.268862911795962,5.0,0
1621,0.0,0,7.0,3.0,0,6.0,3.564726631393298,0
1622,6.0,1,3.0,2.0,1,1.0,3.564726631393298,1
1623,11.0,1,2.0,2.0,1,3.0,1.0,1
1624,4.0,1,2.0,1.0,1,5.0,2.0,1
1625,4.0,1,0.0,0.0,1,6.268862911795962,3.564726631393298,1
1626,3.0,0,7.0,3.0,0,11.0,3.0,0
1627,4.505816002819881,1,3.0,0.0,1,2.0,3.564726631393298,1
1628,0.0,0,9.0,5.0,0,15.0,9.0,0
1629,2.0,0,6.0,4.0,0,6.268862911795962,8.0,0
1630,1.0,0,9.0,6.0,0,9.0,8.0,0
1631,4.505816002819881,0,6.0,3.0,0,15.0,6.0,0
1632,0.0,0,3.963354474982382,6.0,0,12.0,8.0,0
1633,4.505816002819881,0,9.0,5.0,0,10.0,3.0,0
1634,6.0,1,3.963354474982382,3.0,1,3.0,1.0,1
1635,2.0,0,4.0,6.0,0,8.0,7.0,0
1636,10.0,1,1.0,2.0,1,1.0,2.0,1
1637,7.0,1,2.0,0.0,1,4.0,2.0,1
1639,8.0,0,0.0,0.0,1,1.0,0.0,1
1640,8.0,1,0.0,0.0,1,2.0,1.0,0
1641,2.0,0,4.0,5.0,0,13.0,6.0,0
1643,4.0,1,0.0,3.0,1,1.0,2.0,1
1644,10.0,1,2.0,0.0,1,1.0,1.0,1
1645,3.0,0,6.0,5.0,0,6.0,7.0,0
1646,10.0,1,0.0,0.0,1,4.0,0.0,1
1647,2.0,0,7.0,3.0,0,9.0,7.0,0
1648,0.0,0,8.0,3.0,0,8.0,5.0,0
1649,7.0,1,2.0,1.0,1,1.0,2.0,0
1651,10.0,1,2.0,0.0,1,3.0,1.0,1
1652,3.0,0,8.0,4.0,0,12.0,7.0,0
1653,6.0,1,1.0,0.0,0,5.0,2.0,1
1654,7.0,1,2.0,2.0,1,4.0,1.0,1
1655,7.0,1,2.0,0.0,1,2.0,1.0,0
1656,1.0,0,5.0,5.0,0,11.0,3.0,0
1657,0.0,0,9.0,4.0,0,10.0,3.0,0
1659,6.0,1,3.0,2.0,1,4.0,1.0,1
1660,4.505816002819881,0,4.0,3.0,0,5.0,5.0,0
1661,10.0,1,0.0,1.0,1,3.0,2.0,0
1662,8.0,1,0.0,1.0,1,1.0,1.0,1
1663,0.0,0,9.0,6.0,0,15.0,6.0,0
1664,3.0,0,4.0,4.0,0,11.0,7.0,0
1666,1.0,0,9.0,3.0,0,6.268862911795962,7.0,0
1667,0.0,0,4.0,3.0,0,12.0,7.0,0
1668,6.0,1,2.0,2.0,1,1.0,2.0,1
1669,8.0,1,3.0,2.0,1,3.0,2.0,1
1670,0.0,0,9.0,3.0,0,5.0,6.0,0
1671,2.0,0,7.0,6.0,0,12.0,7.0,0
1672,4.505816002819881,0,8.0,6.0,0,5.0,7.0,0
1674,2.0,0,9.0,5.0,0,11.0,3.0,0
1675,2.0,0,7.0,4.0,0,6.0,4.0,0
1677,0.0,0,6.0,5.0,0,12.0,6.0,0
1678,0.0,0,4.0,6.0,0,14.0,5.0,0
1679,2.0,0,4.0,5.0,0,6.268862911795962,9.0,0
1680,0.0,0,4.0,4.0,0,6.0,5.0,0
1681,6.0,1,0.0,1.0,1,2.0,2.0,1
1682,9.0,1,0.0,0.0,1,4.0,2.0,1
1683,7.0,1,1.0,3.0,0,5.0,1.0,1
1684,0.0,0,9.0,5.0,0,12.0,4.0,0
1685,4.0,1,0.0,1.0,1,4.0,3.564726631393298,1
1686,6.0,1,0.0,2.0,1,5.0,2.0,1
1688,10.0,1,0.0,2.0,1,6.268862911795962,1.0,1
1689,3.0,0,8.0,4.0,0,15.0,4.0,0
1690,7.0,1,2.0,0.0,1,1.0,0.0,1
1692,3.0,0,6.0,5.0,0,13.0,9.0,0
1693,10.0,1,3.0,2.0,1,2.0,2.0,1
1694,4.0,1,1.0,0.0,1,2.0,0.0,1
1695,2.0,0,7.0,3.0,0,12.0,3.0,0
1696,0.0,0,7.0,5.0,0,14.0,6.0,0
1697,5.0,0,3.0,2.0,1,3.0,2.0,1
1698,2.0,0,6.0,4.0,0,15.0,3.0,0
1699,4.0,1,1.0,0.0,1,2.0,1.0,1
1701,0.0,0,9.0,6.0,0,12.0,5.0,0
1702,2.0,0,6.0,3.0,0,6.268862911795962,4.0,0
1703,2.0,0,9.0,4.0,0,15.0,5.0,0
1705,0.0,0,8.0,4.0,0,14.0,7.0,0
1706,1.0,0,8.0,3.0,0,14.0,6.0,0
1710,7.0,1,0.0,0.0,1,1.0,0.0,1
1711,8.0,1,1.0,0.0,1,5.0,2.0,1
1713,3.0,0,8.0,5.0,0,14.0,3.0,0
1714,4.505816002819881,0,9.0,5.0,0,9.0,6.0,0
1715,2.0,0,7.0,5.0,0,5.0,6.0,0
1716,10.0,1,3.0,0.0,1,3.0,0.0,1
1717,0.0,0,6.0,7.0,0,13.0,9.0,1
1718,8.0,1,0.0,2.0,1,4.0,1.0,1
1719,11.0,1,1.0,0.0,1,2.0,2.0,1
1720,0.0,0,8.0,6.0,0,9.0,3.0,0
1721,11.0,1,0.0,0.0,1,2.0,2.0,0
1722,3.0,0,6.0,3.0,0,6.0,5.0,0
1723,9.0,1,3.963354474982382,2.0,1,4.0,1.0,1
1724,0.0,0,9.0,5.0,0,11.0,6.0,0
1725,0.0,0,4.0,6.0,0,8.0,3.0,0
1726,1.0,0,5.0,6.0,0,10.0,3.0,0
1727,2.0,0,6.0,4.0,0,8.0,8.0,0
1728,10.0,1,2.0,1.0,1,4.0,1.0,1
1729,6.0,1,0.0,1.0,1,3.0,2.0,1
1730,11.0,1,0.0,2.0,1,2.0,0.0,1
1731,2.0,0,8.0,4.0,0,15.0,4.0,0
1732,7.0,1,2.0,2.0,1,4.0,2.0,1
1733,8.0,1,2.0,2.0,1,1.0,0.0,1
1734,4.0,1,3.963354474982382,0.0,1,1.0,2.0,1
1735,10.0,1,1.0,2.0,1,3.0,0.0,1
1736,0.0,0,9.0,3.0,0,11.0,4.0,0
1737,3.0,0,9.0,3.0,0,6.268862911795962,5.0,0
1738,2.0,0,9.0,4.0,0,6.268862911795962,8.0,0
1739,8.0,1,3.0,1.0,1,1.0,2.0,1
1740,3.0,0,9.0,3.0,0,7.0,5.0,0
1741,1.0,0,5.0,3.0,0,12.0,9.0,0
1743,8.0,1,0.0,2.0,0,5.0,0.0,1
1744,11.0,1,3.0,0.0,1,4.0,0.0,1
1745,2.0,0,4.0,6.0,0,7.0,4.0,0
1746,2.0,0,4.0,4.0,0,8.0,8.0,0
1747,1.0,0,8.0,6.0,0,12.0,8.0,1
1748,9.0,1,3.0,0.0,1,5.0,1.0,1
1749,0.0,0,8.0,5.0,0,15.0,8.0,0
1750,3.0,0,5.0,6.0,0,5.0,9.0,0
1751,1.0,0,5.0,6.0,0,10.0,6.0,0
1752,1.0,0,5.0,4.0,0,12.0,9.0,0
1754,9.0,1,3.0,1.0,1,3.0,1.0,1
1755,0.0,0,8.0,5.0,0,5.0,3.0,0
1756,4.0,1,1.0,0.0,1,5.0,0.0,1
1757,8.0,1,2.0,2.0,1,2.0,2.0,0
1758,1.0,0,4.0,5.0,0,11.0,8.0,0
1759,10.0,1,0.0,0.0,1,1.0,2.0,0
1760,7.0,1,3.0,1.0,1,2.0,1.0,1
1761,3.0,0,8.0,6.0,0,10.0,8.0,0
1763,3.0,0,5.0,6.0,0,11.0,9.0,0
1764,1.0,0,5.0,4.0,0,12.0,4.0,0
1765,10.0,1,2.0,0.0,1,4.0,0.0,1
1766,2.0,0,4.0,5.0,0,5.0,4.0,0
1767,0.0,0,5.0,4.0,0,10.0,8.0,0
1768,0.0,0,8.0,7.0,0,11.0,7.0,1
1769,8.0,1,3.0,0.0,1,5.0,2.0,1
1770,4.0,1,3.963354474982382,2.0,1,3.0,0.0,1
1772,6.0,1,0.0,1.0,1,4.0,2.0,1
1773,0.0,0,4.0,4.0,0,11.0,4.0,0
1775,5.0,1,2.0,2.0,1,6.268862911795962,0.0,1
